Director,Appearances
Atom Egoyan,3
Andrew Sandler,1
Corbin Bernsen,1
Marita Grabiak,1
Gary Wheeler,1
Marc Forster,3
Mohsin Ali,1
 Katia Lund,1
Pete Travis,2
Nick Mead,1
Louis Leterrier,1
Gregory Hoblit,4
Eric Stoltz,1
Jack Starrett,1
Chris Perkel,1
John Crowley,1
Lilly Wachowski,4
 Lana Wachowski,4
 Tom Tykwer,1
Matt Reeves,1
Thomas Carter,1
Vishal Mishra,1
Saurav Palodhi,1
Florian Gallenberger,1
Zack Whedon,1
Craig Goodwill,1
Jesse Adang,1
 Syrine Boulanouar,1
Van M. Pham,1
Gavin Fitzgerald,1
Abdul Aziz Hashad,1
Stuart Rosenberg,1
Ben Steele,1
Henry Selick,1
Jason Bourque,1
Micah Bickham,1
 Galley Molina,1
Kranti Kanade,1
Ang Lee,1
Don Mancini,1
Zachary Heinzerling,1
Chandrakant Kanse,1
Gary David Goldberg,1
Steve Carr,3
Amara Cash,1
Pablo Parés,1
Johnson Esthappan,1
Raj Amit Kumar,1
Jean-Marc Vallée,1
Philipp Eichholtz,1
Brendan Toller,1
Agnidev Chatterjee,1
Alexandros Avranas,1
Prawal Raman,1
Parveen Kumar,1
Julie Dash,1
Amman Abbasi,1
Dylan Haegens,1
 Bas van Teylingen,1
 Jake Paltrow,1
Tom Edmunds,1
Tanveer Khan,1
Danny J. Boyle,1
Demetri Martin,1
Tanuj Bhramar,1
Jason Priestley,1
Neil LaBute,1
Harrison Smith,1
Clay Porter,1
Ken Burns,5
 Artemis Joukowsky,1
Dennis Iliadis,1
Camilla Nielsson,1
Christian Gudegast,1
Frederick Cipoletti,1
Sam Patton,1
Mohamed Samy,3
Christopher Smith,2
Michael Feifer,1
Saara Cantell,1
Clay Staub,1
Hark Tsui,1
Ben Ryder,1
Benoît Jacquot,1
Chia-Liang Liu,4
Todd Standing,1
Benjamin Arfmann,1
David Lean,1
Paul Schrader,1
Philip Marlatt,1
Charles Martin Smith,1
Mahin Ibrahim,1
 Austin Kolodney,1
 Will Lowell,1
 David Beier,1
 Dave Dorsey,1
 Xu Zhang,1
 Alana Waksman,1
 Jon YonKondy,1
 Drue Metz,1
 Brandon Somerhalder,1
Troy Nixey,1
Caradog W. James,1
Daniel Gordon,1
Mike Birbiglia,1
John Patrick Shanley,1
M.J. Isakson,1
Bo Welch,1
Scott Mosier,1
 Yarrow Cheney,1
Rob Cohen,3
Colin Teague,1
Doug Lefler,1
Patrik Syversen,1
Greg MacGillivray,3
Tristan Ferland Milewski,1
Reiner Holzemer,1
Afia Nathaniel,1
Eeshwar Nivas,1
Emma Hatherley,1
Dave Green,1
Anthony Lucero,1
Will Gluck,2
Bruce Gowers,1
Ajithkumar,1
Harjit Singh,1
Philipp Stölzl,2
Federico Lemos,2
Bassam Kurdali,1
John Bridcut,1
Sebastian Gutierrez,1
Fabien Beziat,1
 Hugues Nancy,1
Hugues Nancy,1
 Fabien Beziat,1
Nils Tavernier,1
Jon Spira,1
Michael Thelin,1
Riri Riza,5
Neil Triffett,1
Greg Coolidge,1
Ajay Phansekar,1
Denis Villeneuve,1
Jenny Carchman,1
Jason James,1
Robert Clouse,1
Kurt Wimmer,1
Wojciech Marczewski,1
Marcelo González,1
Valeria Golino,1
Robi Michael,1
Alex Garland,1
James Lee,1
Stuart Baird,1
Anders Sømme Hammer,1
 Marius Arnesen,1
 Klaus Erik Okstad,1
 Olav Njaastad,1
Michael Whitton,1
Joseph Mbah,1
Benny Fine,1
Matt Toronto,1
Sedat Kirtan,1
 Kubilay Sarikaya,1
Keith L. Smith,1
Nagraj Manjule,2
Shadi Ali,1
Ian Barber,1
Norman Jewison,2
Biyi Bandele,1
Luke Jurevicius,1
Ari Levinson,1
Tony Zierra,1
James Wong,2
David R. Ellis,3
Gianfranco Rosi,2
Sabal Singh Shekawat,1
Arthur Muhammad,1
Nirpal Bhogal,1
Keith Malloy,1
Andrew Renzi,1
Gerry Blaksley,1
Cheh Chang,3
Marc Abraham,1
Kang Cheng,1
 Shan Hua,1
Asri Bendacha,1
Juan Manuel Cotelo,1
Mark Helenowski,1
 Kevin Pang,1
Dean Wright,1
Mark Murphy,1
Richard Miron,1
Jon Carey,1
 Adam Darke,1
Fred M. Wilcox,1
Maya Zinshtein,1
Lee Fulkerson,1
Seth Gordon,1
Trudie Styler,1
Marc Levin,1
Wade Allain-Marcus,1
 Jesse Allain-Marcus,1
Jude Okwudiafor Johnson,1
Marcus Nispel,1
Simon Verhoeven,1
Heber Cannon,2
Bob Rose,1
Le Van Kiet,1
Adam Del Giudice,1
Hoyt Yeatman,1
Fellipe Barbosa,1
Pavel Parkhomenko,1
Ifa Isfansyah,2
Rudy Soedjarwo,2
Hiroshi Katagiri,1
Manbhavan Singh,1
P.K. Baaburaaj,1
David Grossman,1
Guy Vasilovich,1
Nicholas Stoller,1
David Silberg,1
Rich Ragsdale,1
Kazuchika Kise,3
 Masahiko Murata,1
Partho Ghosh,1
Vincente Minnelli,1
 Charles Walters,1
Sally Potter,1
Brett Whitcomb,1
Harold Cronk,2
Jedd Wider,1
 Todd Wider,1
Gordon Chan,1
Michael Mason,1
Francis Lee,1
Takuya Inaba,1
Sam de Jong,1
Ivan Sen,1
Mark Landre Gould,1
Neslihan Yesilyurt,1
Chris McCoy,1
Wendy Jo Carlton,1
Tarek Abdel Moaty,1
Henrik Ruben Genz,1
Justin Chon,1
Robert Altman,2
Mathieu Kassovitz,1
Ananth Narayan Mahadevan,1
Tanuj Chopra,1
Nanette Burstein,1
Eric Juhola,1
Anjali Nayar,1
James Woodroffe,1
Ali Taner Baltacı,2
 Mamoru Oshii,1
 Hideki Futamura,1
 Toshiyuki Kanno,1
 Tomoki Kyoda,1
 Koichi Mashimo,1
 Yasushi Muraki,1
 Daisuke Nishio,1
 Frank O'Connor,1
 Koji Sawai,1
 Joseph Chou,1
 Hiroshi Yamazaki,1
Ian Kirby,1
Satish Kaushik,2
John Irvin,1
Akram Farouk,1
Johnny Martin,1
Tim Van Someren,1
Joe Dietsch,1
 Louie Gibson,1
Luis Javier M. Henaine,1
Robert Osman,1
 Nathanael Wiseman,1
Ilya Naishuller,1
Jon Hurwitz,1
 Hayden Schlossberg,1
Danny Leiner,1
Daniel Raim,1
Ah Loong,1
Ron Davis,2
Justin Bare,1
 Matthew Miele,1
Jon Schnitzer,1
Brant Sersen,1
Eddie Martin,1
Andrew C. Erin,1
Quinn Lasher,1
Elle Callahan,1
Ana Kokkinos,1
Kelly Noonan,1
David Mirkin,1
Huang Jianming,1
Tom Gianas,1
 Ross R. Shuman,1
Christel Gibson,1
Timothy Woodward Jr.,2
Shawn Arranha,1
Liu Jie,1
Scott Hicks,2
Lucy van Beek,1
Jennifer Lynch,1
Vishnu Govindhan,1
Daniel Ablin,1
Asim Raza,1
 Cem Yılmaz,1
Neil Armfield,1
Anthony Scott Burns,2
 Nicholas McCarthy,1
 Adam Egypt Mortimer,1
 Gary Shore,1
 Kevin Smith,1
 Sarah Adina Smith,1
 Scott Stewart,1
 Kevin Kolsch,1
 Dennis Widmyer,1
Will Allen,1
Note Chern-Yim,3
Rakshith Thirthahalli,1
Anindya Chatterjee,1
Bille Woodruff,2
Mike Disa,1
Sudip Bandyopadhyay,1
Brodje Wemboendja,1
Ayush Raina,1
Marty Stalker,1
Scott Cooper,1
Michael Polish,1
Max McGill,1
Akiva Schaffer,1
Janusz Majewski,2
Genndy Tartakovsky,1
Mark Tonderai,2
Sandy Chronopoulos,1
Ziga Virc,1
Tom O'Dell,1
Ken Marino,1
Lionel C. Martin,1
Jocelyn Moorhouse,1
Cal Saville,1
Amar Gupte,1
 Frank Paur,1
Raj Kanwar,1
Drew Casson,1
Jonathan Mostow,2
Matt Kugelman,2
Gabriel Grieco,1
Benjamin Turner,2
 Gabe Turner,1
Mary Mazzio,1
Laura VanZee Taylor,1
Feng Xiaogang,1
Adam Sjöberg,1
Chuck Russell,1
Douglas McGrath,1
Maria Demeshkina Peek,1
Ken Loach,1
Steve Race,1
Brett Harvey,1
Law Wing-cheong,1
Sachin,2
Tony Leondis,1
Karey Kirkpatrick,1
Walerian Borowczyk,1
Taron Lexton,1
Aytaç Ağırlar,1
Eric Zaragosa,1
Suman Mukhopadhyay,1
Jonathan Baker,1
Elizabeth Chai Vasarhelyi,1
Brad Bird,2
Sanjeev Gupta,1
John Stewart Muller,1
Luca Vullo,1
Iain Softley,1
K. Subhash,1
Eugenio Derbez,1
Michael Gallagher,1
Patricia Rozema,2
Charles Officer,1
John Trengove,1
Kedar Shinde,2
Jacob Schwab,1
Leo Riley,2
V. K. Prakash,1
Manish Tiwary,1
Zatella Beatty,1
Young Jun Lee,1
Mathias Malzieu,1
 Stéphane Berla,1
Harvey Glazer,1
 Stuart Stone,1
Stuart Orme,1
Dustin Nguyen,1
Azfar Jafri,1
Gerry Hoban,1
C. Fitz,1
Joe Boyd,1
David Gelb,1
Radhu Karmakar,1
John Edginton,1
Ashim Ahluwalia,1
Andrew Stanton,1
Bill Oliver,1
Toby Haynes,1
Amardeep Singh Gill,1
Susannah Heath-Eves,1
Nora Ephron,1
Salim Akil,1
Phil Morrison,1
Lana Wachowski,1
 Lilly Wachowski,1
Kathryn Bigelow,1
Sanjay Gupta,1
Kranti Redkar,1
Tinnu Anand,1
Jijo Pancode,1
Pa. Ranjith,1
Buta Singh,1
Roger Allers,2
 Gaëtan Brizzi,1
 Paul Brizzi,1
 Joan C. Gratz,1
 Mohammed Saeed Harib,1
 Tomm Moore,1
 Nina Paley,1
 Bill Plympton,1
 Joann Sfar,1
 Michael Socha,1
Pooja Bhatt,1
Rupert Jones,1
Dhilip Kumar,1
Sai Paranjape,1
Alphonso J. Wesson,1
Vineeth Anil,1
 Tim Story,2
Lori Kaye,1
Subhash Ghai,4
Surya S.J.,1
 Sunil Kumar Agrawal,1
Sudipto Roy,1
John Stockwell,2
Steven Gomez,1
Frédéric Tonolli,1
Paul Tanter,1
Attila Till,1
Paul Katis,1
Felix Thompson,1
Jeffrey W. Byrd,1
Steve Greenwood,1
Peter Farrelly,2
 Bobby Farrelly,1
Deniz Gamze Ergüven,1
Woo Ming Jin,1
Frank Capra,4
 Joris Ivens,1
Alex Proyas,2
Jonathan Taylor,1
Joachim Rønning,1
 Espen Sandberg,1
Gulzar,1
Hans Petter Moland,1
Munjal Shroff,3
 Tilak Shetty,3
Tilak Shetty,3
Oliver Blackburn,1
William H. Macy,1
Remy Kohli,1
Stephen Chow,2
Andrés Couturier,1
Stanley Tong,2
Suresh Pillai,1
Yusuf Pirhasan,1
Devin Chanda,1
Samir Karnik,1
Leandro Mark,1
 Nicolás Silbert,1
Giulio Base,1
Alejandro Lozano,1
Syed Ahmad Afzal,1
Sopon Sukdapisit,1
Chris Nahon,1
R. Ellis Frazier,2
Jaki Bradley,1
Kazuaki Kiriya,1
Massy Tadjedin,1
Damien Piscarel,1
 Florent Bodin,1
Emmanuel Amara,1
Anand Tucker,1
Roy Allen Smith,1
Ron Myrick,3
B.N. Shajeer Sha,1
Vic Armstrong,1
Yang Lei,1
 Stephen Murray,1
Anders Falck,1
 Stinus Morell Vithner,1
Mario Cambi,1
Pascal Blanchard,1
 Sonia Dauger,1
 David Dietz,1
John Huston,3
Onur Ünlü,1
Jenna Laurenzo,1
Justin McConnell,1
Kevin Peeples,1
Alfonso Arau,1
Karim El Sobky,1
Ellen Weissbrod,1
Hua Shan,1
Tim Bartley,1
Robyn Butler,1
Ira Sachs,1
Zach Clark,1
Nick Gomez,1
Guy Ritchie,2
Steven Knight,1
James Mather,1
 Steve Saint Leger,1
Fernando Sariñana,1
 José Luis Gutiérrez,1
Michael Anderson,1
Jakob Verbruggen,1
Jennifer Baichwal,1
 Nicholas de Pencier,1
Sze Yu Lau,2
David Wnendt,1
Ignacio López Escrivá,1
Sarah Moshman,1
Charneice Fox,1
Saandeep Patel,1
Steven Fine,1
Ahmad Samir Farag,1
Sridhar Jetty,1
Christian Ditter,1
Alma Har'el,1
Katherine Brooks,1
Ana Quiroga,1
Radhika Rao,1
 Vinay Sapru,1
Prabhuraj,1
Ticoy Rodriguez,1
Jayan Vannery,1
Pratim D. Gupta,2
Dylan C. Brown,1
Debaloy Dey,1
George Miller,1
Callie Khouri,1
 Jesse V. Johnson,1
Jim Monaco,1
Chun Wong,1
Ben Patterson,1
Aaron Burns,1
Luc Vinciguerra,2
Benjamin Ree,1
Amaan Khan,1
Li Pei-Chuan,1
Sameer Vidwans,2
Michael Winnick,1
Keanu Reeves,1
Ben Palmer,1
Tathagata Banerjee,1
John Upchurch,1
Tom O'Brien,1
Michael Roberts,1
Rahat Kazmi,1
Clive Tonge,1
Nathan Landeg,1
Pulkit,1
Everardo Gout,1
David Raynr,1
David Batty,5
Deepika Narayan Bhardwaj,1
Eric Drath,1
 Eric Radomski,2
Shekhar Kapur,1
Ui-seok Jo,1
Pablo D'Alo Abba,1
Sudesh Manjrekar,2
 Atul Kale,1
Daniel Noah,1
Philip Yung,1
Hassan Hegazy,1
 Shady Ali,1
Bob Hercules,1
 Rita Coburn Whack,1
Samuel D. Pollard,1
Jesús Magaña Vázquez,1
Nathan Morlando,1
Mina Shum,1
Jacek Koprowicz,1
Paul Berczeller,1
 Mark Radice,1
Binu Ulahhannan,1
Bob Odenkirk,1
Shin-yeon Won,1
Janet Tobias,1
 Claus Wehlisch,1
Barry Sonnenfeld,3
John Barnard,1
Santosh Manjrekar,1
Bharat Nalluri,1
Gus Van Sant,2
Anil Thomas,1
Gavin O'Connor,1
Keiichi Hara,1
Liv Ullmann,1
Kenny Young,2
Jennifer Siebel Newsom,1
Barbara Kopple,1
Julia Hart,1
David Fairhead,2
David Blair,1
Osman Ali,1
Anna Boden,1
 Ryan Fleck,1
Munish Bhardwaj,1
Ted Geoghegan,1
William Monahan,1
Martin Rosete,1
Brett Ratner,1
Ahmed El Gendy,1
Holger Tappe,1
Steve Sacks,1
 Andrew Duncan,2
 Sylvain Blais,1
Dustin McKenzie,3
Victor Dal Chele,1
 Alfred Gimeno,1
Mike Fetterly,1
 Steve Sacks,2
Dan Fraga,1
 William Lau,1
Audu Paden,1
 Audu Paden,1
Rachel Bell,1
Barry Jenkins,1
Antoine Bardou-Jacquet,1
Jami,1
Chad Hartigan,1
Michael Mayer,1
Avadhoot Gupte,2
Jennifer Peedom,1
 Will Graham,1
 Steve Carr,1
 Griffin Dunne,1
 Steve Brill,1
 James Duffy,1
 Jonathan van Tulleken,1
 Elizabeth Banks,1
 Patrik Forsberg,1
 Brett Ratner,1
 Rusty Cundieff,1
 James Gunn,1
Tomer Heymann,1
Anthony Chan,1
Craig Gillespie,1
Alexandre Heboyan,1
 Benoît Philippon,1
James Bobin,2
Lewis Milestone,2
 Carol Reed,1
Bruce McDonald,1
Waymon Boone,1
Dash Shaw,1
Nathaniel Warsh,1
Alessandro Pepe,1
Claude Barras,1
 Jayson Thiessen,1
Jayson Thiessen,1
 Ishi Rudell,1
Siu-hung Chung,1
 Wong Jing,1
Nick Cassavetes,1
Atsajun Sattakovit,1
Simon Curtis,1
Moataz El Tony,1
Sabu Varghese,1
Krishna Agazzi,1
 Filippo Gastaldi,1
Dennis Bartok,1
Ben Bowie,1
 Geoff Luck,1
Heidi Saman,1
Natalia Valdebenito,1
Sonia Kennebeck,1
Gene Quintano,1
Jon Turteltaub,1
Roman Atwood,1
 Ben Pluimer,1
Chad L. Scheifele,1
George Stevens,1
Josh Webber,1
Arun Vaidyanathan,1
Jordana Spiro,1
Kelly Reichardt,1
Anthony Bell,1
Tim Maltby,1
Richard Finn,1
 Tim Maltby,1
Kiki Goshay,1
 Jacqueline Monetta,1
Rushmore DeNooyer,1
Martin Gorst,2
Giulia Clark,1
Sarah Holt,1
Terri Randall,1
Doug Hamilton,1
Peter Fison,1
Graham Townsley,1
Paula Apsell,1
 Kirk Wolfinger,1
Oliver Twinch,2
Llewellyn M. Smith,1
Daniel McCabe,1
Peter Yost,1
Tom Stubberfield,1
Noel Dockstader,1
 Quinn Kanaly,1
Gail Willumsen,1
Sacha Gervasi,1
Lesli Linka Glatter,1
Peter Pardini,1
Sam Taylor-Johnson,1
Dana Doron,1
 Uriel Sinai,1
Enrico Bisi,1
Lars von Trier,2
Mat Whitecross,1
Jacques Perrin,1
 Jacques Cluzaud,1
Luke Sparke,1
Nacho G. Velilla,1
Shawn Crahan,1
Poj Arnon,4
Clarence Yiu-leung Fok,1
Heitor Dhalia,1
Pradip Kurbah,1
Charlie Lightening,2
Simon Rumley,1
Banjong Pisanthanakun,4
Morgan Spurlock,2
Tim Rouhana,1
Noah Moskin,1
Jasmine D'Souza,1
Nicolas Winding Refn,1
Bill Guttentag,1
 Michael Ware,1
 Jill Culton,1
John H. Lee,1
Logan Kibens,1
Chia Tang,1
Peter McDonnell,1
Kiran Narayanan,1
Ben C. Lucas,1
Jayaraj Rajasekharan Nair,1
Mark Franchetti,1
 Andrew Meier,1
Adam Collins,1
 Luke Radford,1
Paul Spurrier,1
Chandran Narikode,1
Jorge Granier,1
Piti Jaturaphat,1
Amber Tamblyn,1
Alex Law,1
Bhagyaraj,1
Rebecca Addelman,1
Oren Peli,1
Gafoor Y. Elliyaas,1
Jennie Livingston,1
Kevin Hooks,1
Dileep Narayanan,1
Paritosh Painter,1
Paul Reubens,1
 Wayne Orr,1
Mohd Khairul Azri Bin Md Noor,1
Mark Palansky,2
J.C. Falcón,1
C.J. Wallis,1
James Foley,1
Tony Stone,1
Karan Lalit Butani,1
Jean-Loup Felicioli,1
 Alain Gagnol,1
Ajay Bhuyan,1
 Kunal Kohli,1
 Paween Purikitpanya,1
 Songyos Sugmakanan,1
 Parkpoom Wongpoom,2
 Visute Poolvoralaks,1
Abhishek Saxena,1
Dana Nachman,1
 Don Hardy Jr.,1
Oscar Micheaux,1
 Spencer Williams,1
 Richard E. Norman,1
 Richard Maurice,1
 Bruno Stagnaro,1
Christophe Honoré,1
 Joseph Sargent,1
Jean-Simon Chartier,1
Wim Wenders,1
Gabe Klinger,1
Steve McLean,1
Charlie Haskell,1
 Koichi Sakamoto,1
James Barr,1
Ashish R. Shukla,1
 Josh Alexander,1
 Greg Young,1
Bhavik Thakore,1
Stephen Cone,1
Anurag Singh,1
Luis Prieto,1
Michael Tolajian,1
Richard Correll,1
Raphael Erichsen,1
Hari Viswanath,1
Manish Gupta,1
Jeremy Coon,1
 Tim Skousen,1
Ding Sheng,1
Basu Chatterjee,2
Phil Johnston,1
 Rich Moore,1
Eric Khoo,1
Sanjay Dayma,1
Kim Sung-hoon,1
Girish Joshi,1
Amir Mohiuddin,1
Husam El-Gohari,2
Nicholas Ray,1
Michael James Regan,1
Craig Anderson,1
John Milius,1
Amitava Bhattacharya,1
Marina Willer,1
Clementine Malpas,1
 Leslie Knott,1
Andy Capper,1
Shamyl Othman,1
Allen Coulter,1
René Pérez Joglar,1
Linda Saffire,1
 Adam Schlesinger,1
Vijay Jayapal,1
 Andrew Loo,1
Jani Lachauer,1
 Jakob Schuh,1
Fernando Frías De La Parra,1
Jon Avnet,1
Devaki Singh,1
 Luke Kenny,1
Amit Rai,1
Pierfrancesco Diliberto,1
Nicholas Winter,1
Sylvester Stallone,3
Nancy Schwartzman,1
Mitch Dickman,1
Lenny Abrahamson,1
Matthew Atkinson,1
Max Lang,1
 Jani Lachauer,1
Shweta Basu Prasad,1
Roman Polanski,1
John Dahl,2
Jay Chandrasekhar,2
Atanu Mukherjee,1
Jeeva,1
David L. Cunningham,1
Dharmendra Suresh Desai,1
Alex Infascelli,1
Raman Kumar,1
Hakan Yonat,1
Michael Seater,1
Balu Mahendra,1
Ehtesham Uddin,1
Kireet Khurana,1
 Padmakumar Narasimhamurthy,1
Sanjay Soorkar,1
Mohamed Hamdy,3
Partha Chakraborty,1
K. Gopinathan,1
Bruce MacDonald,1
 Gabriel Sabloff,1
Rajeev Patil,1
Glenn Miller,1
Venugopan,1
Kamal Sahani,1
V. Scott Balcerek,1
Raj N. Sippy,1
Damon Cardasis,1
Jeffrey G. Hunt,1
Kevan Peterson,1
Dino Risi,2
Keenen Ivory Wayans,1
Hiroshi Aoyama,1
 Kazumi Fukushima,1
 Jim Stenstrum,1
Edgar Wright,1
Wes Craven,2
Steven Zaillian,1
Malik Bendjelloul,1
Jay Chou,1
Billy Ray,1
Kasia Uscinska,2
Susannah Ward,2
Sam Taplin,2
Vicky Matthews,3
 Gareth Sacala,1
Louise Wardle,1
Kenneth Müller,1
Michael Patrick King,2
Max Martini,1
Krishna Vamshi,1
Gurudev Bhalla,1
Samar Khan,1
Raymond McGrath,1
Adele K. Thomas,1
 Richard Bailey,1
Richard Bailey,1
Jitendra Tiwari,1
 Pranav Singh,1
Destin Daniel Cretton,1
Barney Clay,1
Adarsh Eshwarappa,1
Fabio Grassadonia,1
 Antonio Piazza,1
Vivek Wagh,1
M.J. Bassett,1
Jason Cohen,1
Anil Sharma,1
Robert Kouba,1
Dorian Fernández-Moris,1
Gregg Bishop,1
Corey Grant,1
Ekachai Uekrongtham,1
Fredric Lean,1
Colin Strause,1
 Greg Strause,1
Leslye Headland,1
Joe Nussbaum,1
Billy Bob Thornton,1
John Maclean,1
Alex Winter,1
Fred Olen Ray,1
Jonathan Ignatius Green,1
Ian MacAllister-McDonald,1
Nancy Meyers,1
Julius Avery,1
Jeffrey C. Bell,1
David Allensworth,1
 Monière,1
 Reuben Atlas,1
Sam O'Steen,1
Dan Harris,1
Mark Sloper,1
Sam Raimi,2
Peter Ramsey,1
 Rodney Rothman,1
 Bob Persichetti,1
 Anthony Palmer,1
Tom McCarthy,1
Harmony Korine,1
Storm Saulter,1
Christopher Ray,1
Adam Alleca,1
Alison E. Rose,1
Ola Flyum,1
 David Hebditch,1
Akiva Goldsman,1
Arjun Gourisaria,1
 Moinak Biswas,1
Chatchai Katenut,1
 Manussa Vorasingha,1
 Tanwarin Sukkhapisit,1
 Poj Arnon,1
Jon J. Whelan,1
Alex Holmes,1
Raj B. Shetty,1
James Sweeney,1
Rowan Athale,1
Baz Luhrmann,1
Ester Gould,1
 Reijer Zwaan,1
Andrew Bergman,1
Afonso Poyart,1
J.M. Berrios,1
Stefano Sollima,1
Chayanop Boonprakob,1
Zakariya,1
Benny Fredman,1
Saul Dibb,1
Joseph Cross,1
Kasper Barfoed,1
Partho Sen-Gupta,1
Sumit Das,1
Kevin Phillips,1
Greg Mottola,1
Gordon Parks,1
Bryan Singer,1
Bruce McCulloch,1
Matthew Cooke,1
Anthony Caronna,1
 Alexander Smith,1
Matt Wechsler,1
Jamie M. Dagg,1
Dan Kwan,1
 Daniel Scheinert,1
Derek Yee,1
Navneet Behal,1
Julien Seri,1
 Kevin Lima,1
Brian Smith,1
Ryu Jung-woo,1
Sonia Lowman,1
John Carchietta,1
Kevin Munroe,1
Michael Pressman,1
Steve Barron,1
Einar Gabbassov,1
Natalia Garagiola,1
Jevons Au,1
 Zune Kwok,1
 Chow Kwun-wai,1
 Ng Ka-Leung,1
 Wong Fei-Pang,1
Yann Arthus-Bertrand,1
 Michael Pitiot,1
Damien Leone,1
Sukhbir Singh,1
Dheeraj Berry,1
Mitzi Vanessa Arreola,1
 Amir Galvan Cervera,1
Matthew Shoychet,1
Pamela Romanowsky,1
Geoff Anderson,1
Esteban Sapir,1
Jee-woon Kim,1
Andrew Douglas,1
Thurop Van Orman,1
 John Rice,1
Denis Hennelly,1
 Casey Suchan,1
Jonathan Sobol,1
Christian Duguay,1
André Øvredal,1
Kurt Voelker,1
Elliot Hegarty,1
Keith Fulton,1
 Louis Pepe,1
Brian M. Conley,1
 Nathan Ives,1
John Ford,2
Tommy Avallone,1
Rolfe Kanefsky,1
Philippe Falardeau,1
Kevin Ford,1
 Smriti Keshari,1
 Eric Schlosser,1
Albert Hughes,1
 Allen Hughes,1
Olivier Loustau,1
Richard Kelly,1
William Brent Bell,2
Mark Herman,1
Neil Jordan,2
Ken Kushner,1
Nora Twomey,1
Stacy Title,1
Graham Phillips,1
 Parker Phillips,1
Ofir Raul Graizer,1
Bumpy,1
Elliot Silverstein,1
Sean Menard,1
Jon Gunn,1
Tarek Al Eryan,1
Craig Moss,1
Magdy Al-Hawwary,1
Antonio Chavarrías,1
John Stephenson,1
Michael Buster,1
Bob Nelson,1
Ari Folman,1
Andrew Fleming,1
Kirk De Micco,1
 Chris Sanders,1
Marek Piwowski,1
Jarrad Paul,1
 Andrew Mogel,1
Satish Manwar,1
Frank Oz,3
 Jim Henson,1
Tariq Khan,1
Peter Mortimer,1
 Josh Lowell,1
Cecilia Atán,1
 Valeria Pivato,1
Blair Hayes,1
William Friedkin,1
Stephanie Soechtig,1
 Jeremy Seifert,1
Bette Gordon,1
Kieran Darcy-Smith,1
Robert Berlinger,1
Paul Andrew Williams,2
James Ponsoldt,2
David Leveaux,1
Michael Samuels,1
Jenée LaMarque,1
Coerte Voorhees,1
 John Voorhees,1
Rodrigo Van Der Put,2
Hugh WIlson,1
Meng Hua Ho,1
Peter Nicks,1
Oliver Frampton,1
Scott Walker,1
Mario Mattei,1
Cody Stokes,1
Doron Paz,1
 Yoav Paz,1
Paul Shoulberg,1
Kasra Farahani,1
Michel Gondry,1
Michael G. Kehoe,1
Mickey Liddell,1
Paco Arango,1
Maya Gallus,1
Chad Archibald,1
Mark Columbus,1
 Lauren Hoekstra,1
 Sarah Kruchowski,1
 Ryan Moody,1
 Simon Savelyev,1
 Vanita Shastry,1
 Shadae Lamar Smith,1
 Jeremy David White,1
Damani Baker,1
Rudradeep Bhattacharjee,1
Rob W. King,1
Isaac Ezban,2
Philip Einstein Lipski,1
 Jørgen Lerdam,1
 Amalie Næsby Fick,1
Femi Oyeniran,2
 Kalvadour Peterson,1
 Nicky Slimting Walker,1
 Matthew Robinson,1
Phyllida Lloyd,1
Benjamin Cohen,1
 Nicolas Cotto,1
Robin Swicord,2
Karen Moncrieff,1
Alejandro Agresti,2
Timothy Reckart,1
Pieter-Jan De Pue,1
Gillian Armstrong,1
Mark Craig,1
Dennis Scholl,1
Rob Smat,1
Blake Harris,1
 Chris Bouchard,1
Mark Osborne,1
Brian O'Malley,1
Jay Lyons,1
Robert Aldrich,1
Fred Durst,1
Joshua Oppenheimer,1
Marco Schnabel,1
Robert Cannan,1
 Ross Adam,1
Stanisław Różewicz,2
Johnny To,1
Robert Tate,1
John Mikulak,1
 Joshua Brown,1
 Christopher Loren Ewers,1
 Erik Ewers,1
Park In-je,1
William Wyler,2
Grant Heslov,1
Mads Matthiesen,1
John Banas,1
Michael Radford,1
Stuart Heisler,1
Carly Stone,1
Stefan Aust,1
 Dirk Laabs,1
 Joe Johnston,1
John Duigan,2
Ben A. Williams,1
Mimi Leder,1
Alan J. Pakula,1
Jean-Pierre Devillers,1
Stephen Chbosky,1
Joel Schumacher,1
Peggy Holmes,1
Bryan Buckley,1
Peter Lord,1
 Jeff Newitt,1
Keerthi,1
 Robert McCallum,1
Chan-sang Lim,1
Brian A. Miller,1
Martha Coolidge,1
Ron Clements,1
 John Musker,1
Na Hyeon,1
John Papola,1
Grant Korgan,1
 Brian Niles,1
Francis Ford Coppola,1
Miriam Chandy Menacherry,1
Kevin Derek,1
Shaina Allen,1
 Mariah Moore,1
 Marston Sawyers,1
Alison MacLean,1
Steve Barker,1
Dejan Zečević,1
Hadi El Bagoury,2
Lone Scherfig,1
N.D. Wilson,1
Curtis Hanson,1
Christian E. Christiansen,1
Bruce Robinson,1
Austin Stark,1
Kristian Levring,1
Stephen Amezdroz,1
Giancarlo Esposito,1
William Eubank,1
 Will Eubank,1
Sunil Soraya,1
Krzysztof Zanussi,1
Thomas Meadmore,1
Kyle Patrick Alvarez,1
Steven R. Monroe,1
Cosmo Feilding-Mellen,1
Stephan Rick,1
Will Lockhart,1
 Cole D. Pruitt,1
