Director,Genre(s)
Kevin Ko,"['Action & Adventure', 'International Movies', 'Romantic Movies', 'Comedies', 'Horror Movies']"
 Peter Tsi,"['Action & Adventure', 'International Movies', 'Romantic Movies']"
Caroline Suh,"['Documentaries', 'Music & Musicals']"
Carlos Pérez Osorio,"['Documentaries', 'International Movies']"
Ken Ghosh,"['International Movies', 'Romantic Movies', 'Thrillers', 'Comedies', 'Music & Musicals', 'Dramas']"
Blair Simmons,['Children & Family Movies']
Indra Kumar,"['Comedies', 'Dramas', 'International Movies', 'Romantic Movies', 'Action & Adventure', 'Music & Musicals']"
B. Subhash,"['Cult Movies', 'Dramas', 'International Movies']"
Harshavardhan Kulkarni,"['Comedies', 'International Movies', 'Romantic Movies']"
Neeraj Vora,"['Comedies', 'International Movies']"
Rajkumar Santoshi,"['Comedies', 'International Movies', 'Music & Musicals', 'Dramas', 'Action & Adventure', 'Cult Movies']"
Alex Merkin,['Horror Movies']
Puneet Khanna,"['Comedies', 'International Movies', 'Romantic Movies']"
Meltem Bozoflu,"['Comedies', 'International Movies']"
Radha Blank,"['Comedies', 'Dramas', 'Independent Movies']"
Bigflo & Oli,"['Documentaries', 'International Movies', 'Music & Musicals']"
 Jérémie Levypon,"['Documentaries', 'International Movies', 'Music & Musicals']"
Eduardo Pinto,"['Dramas', 'International Movies']"
Steve Brill,"['Comedies', 'Independent Movies', 'Horror Movies', 'Stand-Up Comedy', 'Romantic Movies']"
Pavel Kostomarov,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
Mike Elliott,['Comedies']
Francis Whately,"['Documentaries', 'Music & Musicals']"
Jon Izen,['Children & Family Movies']
Christopher Nolen,"['Dramas', 'Romantic Movies', 'Comedies']"
Alastair Fothergill,"['Documentaries', 'British TV Shows', 'Docuseries', 'International TV Shows']"
 Jonnie Hughes,['Documentaries']
 Keith Scholey,['Documentaries']
Amy Segal,"['Documentaries', 'LGBTQ Movies']"
Umut Aral,"['Dramas', 'International Movies', 'Sports Movies']"
Umut Kirca,"['Comedies', 'International Movies', 'Romantic Movies']"
Alex Woo,['Children & Family Movies']
 Stanley Moore,['Children & Family Movies']
Kenneth Gyang,"['Dramas', 'International Movies', 'Comedies']"
Sudhir Mishra,"['Comedies', 'Dramas', 'International Movies', 'Romantic Movies']"
Domenico de Feudis,"['Horror Movies', 'International Movies', 'Thrillers']"
Burak Aksak,"['Comedies', 'International Movies', 'Romantic Movies']"
Oz Rodriguez,"['Comedies', 'Horror Movies', 'Stand-Up Comedy']"
Salvador Espinosa,"['Comedies', 'International Movies', 'Romantic Movies']"
Adrian Teh,"['Action & Adventure', 'Comedies', 'International Movies', 'Dramas']"
Brad Silberling,"['Dramas', 'Thrillers']"
Elsa Flores Almaraz,"['Documentaries', 'LGBTQ Movies']"
 Richard J Montoya,"['Documentaries', 'LGBTQ Movies']"
Carey McKenzie,"['Action & Adventure', 'Dramas', 'International Movies']"
Gary Ross,"['Dramas', 'Sports Movies', 'Action & Adventure']"
Adam Bolt,['Documentaries']
Taika Waititi,"['Action & Adventure', 'Comedies', 'Dramas', 'Sci-Fi & Fantasy']"
Lindsey Cordero,"['Documentaries', 'International Movies']"
 Armando Croda,"['Documentaries', 'International Movies']"
David LaChapelle,"['Documentaries', 'Music & Musicals']"
Mostafa Abu Seif,"['Comedies', 'International Movies', 'Romantic Movies']"
Faris Godus,"['Comedies', 'Independent Movies', 'International Movies', 'TV Shows']"
Rod Lurie,"['Action & Adventure', 'Dramas']"
Stacie Passon,"['Dramas', 'Thrillers', 'Independent Movies', 'LGBTQ Movies']"
Jenny Popplewell,['Documentaries']
Florian Schott,"['Dramas', 'International Movies']"
Tom Whitworth,"['Dramas', 'International Movies', 'Thrillers']"
Joe Mantello,"['Dramas', 'LGBTQ Movies']"
Lee Hirsch,"['Documentaries', 'International Movies', 'Music & Musicals']"
Page Hurwitz,['Stand-Up Comedy']
Dallas Jackson,"['Action & Adventure', 'Horror Movies']"
Lee Hirsch,"['Documentaries', 'International Movies', 'Music & Musicals']"
Rajat Kapoor,"['Dramas', 'Independent Movies', 'International Movies', 'Comedies']"
Abhishek Chaubey,"['Dramas', 'Independent Movies', 'International Movies', 'International TV Shows', 'TV Dramas', 'TV Mysteries', 'Comedies', 'Romantic Movies']"
Rohit Shetty,"['Action & Adventure', 'Comedies', 'International Movies', 'Dramas', 'Music & Musicals']"
Ken Ghosh,"['International Movies', 'Romantic Movies', 'Thrillers', 'Comedies', 'Music & Musicals', 'Dramas']"
Abhishek Chaubey,"['Dramas', 'Independent Movies', 'International Movies', 'International TV Shows', 'TV Dramas', 'TV Mysteries', 'Comedies', 'Romantic Movies']"
Imtiaz Ali,"['Comedies', 'International Movies', 'Music & Musicals', 'Dramas', 'Romantic Movies', 'Action & Adventure']"
Indra Kumar,"['Comedies', 'Dramas', 'International Movies', 'Romantic Movies', 'Action & Adventure', 'Music & Musicals']"
Navdeep Singh,"['Dramas', 'International Movies', 'Thrillers']"
Anees Bazmee,"['Comedies', 'International Movies', 'Music & Musicals', 'Romantic Movies', 'Dramas', 'Thrillers']"
Rikhil Bahadur,"['Dramas', 'Independent Movies', 'International Movies']"
Ozan Açıktan,"['Comedies', 'International Movies', 'Dramas', 'Romantic Movies', 'Thrillers']"
Shawn Levy,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Sports Movies', 'Children & Family Movies', 'Comedies']"
Harry Bradbeer,"['Action & Adventure', 'Children & Family Movies', 'Dramas']"
Joshua Tickell,['Documentaries']
 Rebecca Harrell Tickell,['Documentaries']
Sophia Nahli Allison,['Documentaries']
Norihisa Hiranuma,"['Dramas', 'International Movies']"
Shigeaki Kubo,"['Action & Adventure', 'International Movies']"
Shigeaki Kubo,"['Action & Adventure', 'International Movies']"
 Tsuyoshi Nakakuki,"['Action & Adventure', 'International Movies']"
Shigeaki Kubo,"['Action & Adventure', 'International Movies']"
 Tsuyoshi Nakakuki,"['Action & Adventure', 'International Movies']"
Yudai Yamaguchi,"['Action & Adventure', 'International Movies']"
Shigeaki Kubo,"['Action & Adventure', 'International Movies']"
Shigeaki Kubo,"['Action & Adventure', 'International Movies']"
Marwan Hamed,"['Horror Movies', 'International Movies', 'Thrillers']"
Smeep Kang,"['Comedies', 'International Movies', 'Dramas']"
Raja Chanda,"['Action & Adventure', 'International Movies']"
Tigmanshu Dhulia,"['Dramas', 'International Movies', 'Romantic Movies', 'Action & Adventure']"
Akashdeep,"['Comedies', 'International Movies']"
Rajesh Ganguly,"['Dramas', 'International Movies', 'Thrillers']"
Alankrita Shrivastava,"['Dramas', 'Independent Movies', 'International Movies']"
Chandra Liow,"['Comedies', 'International Movies', 'Romantic Movies']"
Sekhar Kammula,"['International Movies', 'Thrillers']"
Florent Bodin,"['Documentaries', 'International Movies', 'Sports Movies', 'Music & Musicals']"
Gary Andrews,"['Children & Family Movies', 'Comedies']"
Sekhar Kammula,"['International Movies', 'Thrillers']"
Merawi Gerima,"['Dramas', 'Independent Movies']"
Kubhaer T. Jethwani,['Stand-Up Comedy']
Antonio Campos,"['Dramas', 'Thrillers', 'Independent Movies']"
Carles Torras,"['Dramas', 'International Movies', 'Thrillers']"
James Watkins,"['Action & Adventure', 'International Movies']"
Philippa Lowthorpe,"['British TV Shows', 'International TV Shows', 'TV Dramas']"
Pailin Wedel,"['Documentaries', 'International Movies']"
Chris Howe,['Stand-Up Comedy']
Peter Sollett,"['Dramas', 'Independent Movies', 'Romantic Movies']"
Raja Gosnell,"['Children & Family Movies', 'Comedies']"
Steve Bencich,['Children & Family Movies']
Tosin Coker,"['Dramas', 'International Movies', 'Music & Musicals', 'International TV Shows', 'TV Dramas']"
Javier Colinas,"['Children & Family Movies', 'Comedies', 'Dramas']"
Dean DeBlois,['Children & Family Movies']
Reinhard Klooss,"['Children & Family Movies', 'Comedies']"
Shaun Mir,['Stand-Up Comedy']
Satish Rajwade,"['Dramas', 'International Movies', 'Thrillers', 'Comedies', 'Romantic Movies']"
Abhijeet Deshpande,"['Dramas', 'International Movies']"
Mahesh Manjrekar,"['Dramas', 'International Movies', 'Music & Musicals']"
Mahesh Manjrekar,"['Dramas', 'International Movies', 'Music & Musicals']"
Prakash Kunte,"['Comedies', 'Dramas', 'International Movies']"
Manish Saini,"['Children & Family Movies', 'Dramas', 'International Movies']"
Kenny Ortega,"[""Kids' TV"", 'TV Comedies']"
Makarand Mane,"['Dramas', 'International Movies', 'Romantic Movies']"
Hakan Algül,"['Comedies', 'International Movies', 'Romantic Movies', 'Sports Movies']"
Vijay Maurya,"['Comedies', 'Dramas', 'International Movies']"
Sameer Patil,"['Comedies', 'Dramas', 'International Movies']"
Kenzo Maihara,['Children & Family Movies']
 Amandha Wyanto,['Children & Family Movies']
Ahmed Nader Galal,"['Dramas', 'International Movies', 'Thrillers', 'Comedies', 'Romantic Movies', 'Action & Adventure']"
McG,"['Action & Adventure', 'Comedies', 'Children & Family Movies', 'Thrillers', 'Romantic Movies', 'Horror Movies', 'Independent Movies', 'Sci-Fi & Fantasy', 'Documentaries', 'Movies']"
Arati Kadav,"['Comedies', 'Dramas', 'Independent Movies']"
Maïmouna Doucouré,"['Dramas', 'International Movies']"
Pepe Mora,"['Crime TV Shows', 'Docuseries', 'International TV Shows']"
Marcos Carnevale,"['Comedies', 'International Movies', 'Music & Musicals']"
Jeff Orlowski,['Documentaries']
Cho Il,"['Horror Movies', 'International Movies', 'Thrillers']"
Pippa Ehrlich,"['Children & Family Movies', 'Documentaries', 'International Movies']"
 James Reed,"['Children & Family Movies', 'Documentaries', 'International Movies']"
Tolga Karaçelik,"['Dramas', 'Independent Movies', 'International Movies']"
Davis Guggenheim,['Documentaries']
Philip Barantini,['Dramas']
Charlie Kaufman,"['Dramas', 'Independent Movies']"
Jayan Moodley,"['Comedies', 'International Movies', 'Romantic Movies', 'Dramas']"
Abba T. Makama,"['Comedies', 'Dramas', 'Independent Movies', 'International Movies']"
Antoinette Jadaone,"['Dramas', 'Independent Movies', 'International Movies', 'Comedies', 'Romantic Movies']"
Junior Carelli,['Stand-Up Comedy']
 Rudge Campos,['Stand-Up Comedy']
Ertanto Robby Soediskam,"['Dramas', 'Independent Movies', 'International Movies']"
Mark Steven Johnson,"['Comedies', 'Independent Movies', 'Romantic Movies', 'Action & Adventure', 'Sci-Fi & Fantasy']"
Felix Binder,"['Dramas', 'Independent Movies', 'International Movies']"
Thor Freudenthal,"['Children & Family Movies', 'Comedies']"
Nguyen Thanh Tung,"['Documentaries', 'International Movies', 'Music & Musicals']"
Baltasar Kormákur,"['Action & Adventure', 'Dramas', 'Romantic Movies']"
Dan Villegas,"['Dramas', 'International Movies', 'Romantic Movies', 'Music & Musicals', 'Comedies']"
Conrad Helten,"['Children & Family Movies', 'Music & Musicals']"
Ayumu Watanabe,"['Anime Features', 'International Movies']"
Hitoshi Namba,"['Action & Adventure', 'Anime Features', 'International Movies']"
Chris Miller,"['Children & Family Movies', 'Comedies']"
Sean Anders,['Comedies']
Abbas Mustan,"['Comedies', 'Dramas', 'International Movies']"
Duncan McMath,"['Documentaries', 'International Movies', 'Sports Movies']"
Dan Forgione,"['Children & Family Movies', 'Comedies']"
 Pete Jacobs,"['Children & Family Movies', 'Comedies']"
 Matt Whitlock,"['Children & Family Movies', 'Comedies']"
Francesco Carnesecchi,"['Dramas', 'International Movies', 'Sports Movies']"
Raja Gosnell,"['Children & Family Movies', 'Comedies']"
Greg Tiernan,"['British TV Shows', 'Classic & Cult TV', ""Kids' TV""]"
Mark Thornton,['Children & Family Movies']
 Todd Kauffman,['Children & Family Movies']
Shamzu Zayba,"['Comedies', 'International Movies', 'Romantic Movies']"
Jesse V. Johnson,"['Action & Adventure', 'International Movies', 'Comedies', 'Independent Movies']"
Brett Haley,"['Dramas', 'Romantic Movies', 'Comedies', 'Independent Movies']"
Chris Roland,"['Action & Adventure', 'International Movies']"
 Maradona Dias Dos Santos,"['Action & Adventure', 'International Movies']"
David Galán Galindo,"['International Movies', 'Thrillers']"
David Moreton,"['Comedies', 'Dramas', 'Independent Movies']"
Lester Hsi,"['Horror Movies', 'International Movies', 'Thrillers']"
Cyrus Nowrasteh,"['Dramas', 'Faith & Spirituality']"
Isabel Sandoval,"['Dramas', 'International Movies', 'LGBTQ Movies']"
Nathan Wiley,['Documentaries']
Wayne Blair,"['Dramas', 'Thrillers', 'Comedies', 'Independent Movies']"
Atul Sabharwal,"['Dramas', 'International Movies', 'Thrillers']"
Bernardo Arellano,"['Horror Movies', 'Independent Movies', 'International Movies']"
Trish Sie,"['Action & Adventure', 'Children & Family Movies', 'Comedies']"
Hong Won-ki,"['International TV Shows', 'TV Horror', 'TV Mysteries']"
Khaled Marei,"['Comedies', 'International Movies', 'Dramas', 'Romantic Movies']"
Sebastián Schindel,"['Dramas', 'International Movies', 'Thrillers', 'Independent Movies']"
Prakash Satam,"['Children & Family Movies', 'Comedies']"
Fred Wolf,['Comedies']
Niyi Akinmolayan,"['Comedies', 'Dramas', 'International Movies', 'Romantic Movies']"
Sammaria Sari Simanjuntak,"['Comedies', 'Dramas', 'International Movies']"
Chairun Nissa,"['Documentaries', 'Faith & Spirituality', 'International Movies']"
Tom Hooper,"['Dramas', 'International Movies', 'Music & Musicals', 'Independent Movies']"
Sergei Bodrov,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Ashutosh Gowariker,"['Dramas', 'International Movies', 'Music & Musicals', 'Comedies', 'Romantic Movies', 'Action & Adventure']"
Anna Stone,"['Documentaries', 'International Movies', 'Sports Movies']"
Cory Edwards,"['Children & Family Movies', 'Comedies']"
Faraday Okoro,"['Dramas', 'Independent Movies']"
Blair Simmons,['Children & Family Movies']
Henry Joost,['Action & Adventure']
 Ariel Schulman,['Action & Adventure']
Rebecca Zlotowski,"['Comedies', 'Dramas', 'International Movies']"
Antonio Campos,"['Dramas', 'Thrillers', 'Independent Movies']"
Antonio Campos,"['Dramas', 'Thrillers', 'Independent Movies']"
Sharan Sharma,"['Action & Adventure', 'Dramas', 'International Movies']"
Rob Minkoff,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy', 'Action & Adventure']"
Tyler Spindel,"['Stand-Up Comedy', 'Comedies', 'Romantic Movies']"
Vicky Wight,"['Dramas', 'Romantic Movies']"
Kunle Afolayan,"['Dramas', 'International Movies', 'Thrillers', 'Comedies', 'Romantic Movies', 'Horror Movies']"
Marc Meyers,"['Horror Movies', 'Thrillers']"
Franziska Meyer Price,"['Comedies', 'International Movies']"
Steven Rinella,['Documentaries']
Richard Weston,['Children & Family Movies']
Laura Terruso,['Comedies']
Martín Sastre,"['Documentaries', 'International Movies', 'Music & Musicals']"
Franck Nataf,"['Documentaries', 'International Movies', 'Sports Movies']"
Pascal Amanfo,"['International Movies', 'Thrillers', 'Dramas']"
Stanley Moore,['Children & Family Movies']
 Alex Woo,['Children & Family Movies']
Savage Steve Holland,"['Children & Family Movies', 'Comedies', 'Music & Musicals']"
Kristian Mercado,['Stand-Up Comedy']
Mike Doyle,"['Comedies', 'Dramas', 'Independent Movies']"
Darren Grant,['Comedies']
Mike Gunther,['Action & Adventure']
Steve Ball,['Children & Family Movies']
Joseph Ruben,"['Dramas', 'Romantic Movies']"
Mfanelo Ngoma,['Stand-Up Comedy']
Colin Minihan,"['LGBTQ Movies', 'Thrillers']"
Regina Welker,"['Children & Family Movies', 'Comedies']"
 Nina Wels,"['Children & Family Movies', 'Comedies']"
Honey Trehan,"['Dramas', 'International Movies', 'Thrillers']"
Katleho Ramaphakela,"['Comedies', 'International Movies', 'Romantic Movies']"
 Rethabile Ramaphakela,"['Comedies', 'International Movies', 'Romantic Movies']"
Ariel Boles,['Children & Family Movies']
Álvaro Delgado-Aparicio L.,"['Dramas', 'International Movies']"
Venkatesh Maha,"['Comedies', 'Dramas', 'Independent Movies']"
Nopparoj Chotmunkongsit,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
Aniedi Anwah,"['Comedies', 'International Movies', 'Romantic Movies']"
Mickey Fonseca,"['Dramas', 'International Movies', 'Thrillers']"
Matias Mariani,"['Dramas', 'Independent Movies', 'International Movies']"
Jan Komasa,"['Dramas', 'International Movies', 'Thrillers']"
Sue Kim,['Documentaries']
Paul Solet,"['Documentaries', 'International Movies', 'Thrillers']"
Ben Kasulke,"['Comedies', 'Dramas', 'Independent Movies']"
Gagan Puri,"['Comedies', 'International Movies']"
Teddy Chan,"['Action & Adventure', 'International Movies']"
Bhavin Wadia,"['Dramas', 'Independent Movies', 'International Movies']"
Tony Bancroft,"['Children & Family Movies', 'Comedies']"
 Scott Christian Sava,"['Children & Family Movies', 'Comedies']"
Greg Rankin,"['Children & Family Movies', 'Comedies']"
 TJ Sullivan,"['Children & Family Movies', 'Comedies']"
Tope Alake,"['Dramas', 'International Movies']"
Fernando González Molina,"['International Movies', 'Thrillers', 'Dramas', 'Romantic Movies']"
Yuki Tanada,"['Dramas', 'International Movies', 'Romantic Movies']"
Vince Marcello,"['Comedies', 'Romantic Movies', 'Children & Family Movies', 'Dramas']"
Alex Gibney,['Docuseries']
Ahn Byoung-wook,"['Children & Family Movies', 'Comedies']"
Sibusiso Khuzwayo,"['Dramas', 'International Movies']"
Lisa Cortés,"['Documentaries', 'Music & Musicals']"
 Farah X,"['Documentaries', 'Music & Musicals']"
Wilson Yip,"['Action & Adventure', 'Dramas', 'International Movies']"
Dave Skinner,['Stand-Up Comedy']
 Freddie Waters,['Stand-Up Comedy']
Denis Do,"['Dramas', 'International Movies']"
Leslye Davis,['Documentaries']
 Catrin Einhorn,['Documentaries']
Toka McBaror,"['Comedies', 'International Movies', 'Dramas', 'Thrillers']"
 Tunde Apalowo,"['Comedies', 'International Movies']"
Peter Sullivan,['Thrillers']
Axelle Laffont,"['Comedies', 'International Movies', 'Romantic Movies']"
Moses Inwang,"['Dramas', 'International Movies', 'Romantic Movies', 'Comedies', 'Thrillers']"
Daniel Oriahi,"['Dramas', 'International Movies', 'Thrillers', 'Comedies', 'Independent Movies']"
Stefano Mordini,"['Comedies', 'International Movies']"
Hayden Guppy,['Stand-Up Comedy']
Stéphane de Freitas,"['Documentaries', 'International Movies', 'Music & Musicals']"
