type,title,director,cast,date_added,release_year,duration,listed_in,listed_in_count
Movie,Secretariat,Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh, James Cromwell, Kevin Connolly, Nelsan Ellis",2019-11-12,2010,124 min,"Animals & Nature, Biographical, Drama",3
Movie,Secrets of Christ's Tomb: Explorer Special,Bob Strange,,2019-11-12,2017,47 min,"Documentary, Historical",2
Movie,Secrets of Life,James Algar,Winston Hibler,2019-11-12,1956,70 min,"Animals & Nature, Documentary, Family",3
Movie,Secrets of the King Cobra,,Andre Braugher,2019-11-12,2012,47 min,"Animals & Nature, Documentary",2
TV Show,Shake It Up,,"Bella Thorne, Zendaya , Davis Cleveland, Roshon Fegan, Adam Irigoyen, Kenton Duty",2019-11-12,2010,3 Seasons,"Buddy, Comedy, Coming of Age",3
Movie,Sharks of Lost Island,,Chris McLinden,2019-11-12,2013,45 min,"Action-Adventure, Animals & Nature, Documentary",3
Movie,Sharpay's Fabulous Adventure,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",2019-11-12,2011,92 min,"Comedy, Coming of Age, Music",3
Movie,Shipwrecked,Nils Gaup,"Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno",2019-11-12,1991,93 min,"Action-Adventure, Coming of Age, Family",3
TV Show,Silver Surfer,,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox",2019-11-12,1997,1 Season,"Action-Adventure, Animation, Kids",3
Movie,Simpsons Movie,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria",2019-11-12,2007,88 min,"Action-Adventure, Animation, Comedy",3
Movie,Sister Act,Emile Ardolino,"Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy",2019-11-12,1992,101 min,"Comedy, Crime, Family",3
Movie,Sister Act 2: Back in the Habit,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter",2019-11-12,1993,108 min,"Comedy, Family, Music",3
Movie,Skyrunners,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",2019-11-12,2009,93 min,"Action-Adventure, Science Fiction",2
Movie,Sleeping Beauty,Clyde Geronimi,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",2019-11-12,1959,77 min,"Animation, Family, Fantasy",3
Movie,Smart House,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",2019-11-12,1999,82 min,"Comedy, Coming of Age, Drama",3
Movie,Smash and Grab,Brian Larsen,,2019-11-12,2019,8 min,"Animation, Buddy, Family",3
Movie,Snow White and The Seven Dwarfs,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",2019-11-12,1937,84 min,"Animation, Family, Fantasy",3
Movie,Snowball Express,Norman Tokar,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",2019-11-12,1972,94 min,"Comedy, Family, Sports",3
Movie,Snowglobe,Ron Lagomarsino,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",2019-11-12,2007,90 min,"Comedy, Family, Fantasy",3
TV Show,So Weird,,"Cara DeLizia, Patrick Levis, Erik von Detten, Belinda Metz, Dave Ward, Mackenzie Phillips",2019-11-12,1999,3 Seasons,"Fantasy, Kids, Mystery",3
Movie,Society Dog Show,Bill Roberts,"Pinto Colvig, Walt Disney",2019-11-12,1939,9 min,"Animation, Comedy, Family",3
TV Show,Spider-Man (Shorts),,,2019-11-12,2016,1 Season,"Action-Adventure, Animation, Kids",3
TV Show,Spider-Man and His Amazing Friends,,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",2019-11-12,1982,1 Season,"Action-Adventure, Animation, Kids",3
TV Show,Spider-Man Unlimited,,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson",2019-11-12,1999,1 Season,"Action-Adventure, Animation, Kids",3
TV Show,Spider-Woman,,"Joan Ark, Bruce Miller, Bryan Scott, Lou Krugman, Dick Tufeld",2019-11-12,1979,1 Season,"Action-Adventure, Animation, Kids",3
TV Show,Star Wars Forces of Destiny (Shorts),,"Ashley Eckstein, Matt Lanter, C1-10P a.k.a. ""Chopper"" , John Boyega, Vanessa Marshall, Felicity Jones",2019-11-12,2016,2 Seasons,"Action-Adventure, Animation, Anthology",3
TV Show,Star Wars Rebels,,"Taylor Gray, Vanessa Marshall, Freddie Prinze Jr., Tiya Sircar, Steve Blum, C1-10P a.k.a. ""Chopper""",2019-11-12,2014,4 Seasons,"Action-Adventure, Animation, Kids",3
TV Show,Star Wars Rebels (Shorts),,,2019-11-12,2014,1 Season,"Action-Adventure, Animation, Kids",3
Movie,Star Wars: A New Hope (Episode IV),George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels",2019-11-12,1977,125 min,"Action-Adventure, Science Fiction",2
Movie,Star Wars: Attack of the Clones (Episode II),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",2019-11-12,2002,143 min,"Action-Adventure, Science Fiction",2
TV Show,Star Wars: Blips,,,2019-11-12,2019,1 Season,Series,1
Movie,Star Wars: Return of the Jedi (Episode VI),Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",2019-11-12,1983,135 min,"Action-Adventure, Science Fiction",2
Movie,Star Wars: Revenge of the Sith (Episode III),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits",2019-11-12,2005,140 min,"Action-Adventure, Science Fiction",2
Movie,Star Wars: The Empire Strikes Back (Episode V),Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse",2019-11-12,1980,127 min,"Action-Adventure, Science Fiction",2
Movie,Star Wars: The Force Awakens (Episode VII),J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega",2019-11-12,2015,139 min,"Action-Adventure, Science Fiction",2
Movie,Star Wars: The Phantom Menace (Episode I),George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz",2019-11-12,1999,136 min,"Action-Adventure, Science Fiction",2
Movie,Starstruck,Michael Grossman,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",2019-11-12,2010,81 min,"Comedy, Coming of Age, Music",3
Movie,Steamboat Willie,"Walt Disney, Ub Iwerks",Walt Disney,2019-11-12,1928,8 min,"Animation, Family, Kids",3
Movie,Stepsister from Planet Weird,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",2019-11-12,2000,86 min,"Comedy, Family, Science Fiction",3
Movie,Stitch! The Movie,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",2019-11-12,2003,62 min,"Animation, Comedy, Family",3
Movie,Stonehenge Decoded: Secrets Revealed,Christopher Spencer,Craig Sechler,2019-11-12,2008,44 min,Documentary,1
Movie,Stuck in the Suburbs,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",2019-11-12,2004,79 min,"Comedy, Coming of Age, Music",3
Movie,Sultan and the Rock Star,Ed Abroms,"Timothy Hutton, Ken Swofford, Bruce Glover, Ned Romero, Richard Paul, Pat Delany",2019-11-12,1980,47 min,"Action-Adventure, Animals & Nature, Family",3
Movie,Super Buddies,Robert Vince,"Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks",2019-11-12,2013,83 min,"Action-Adventure, Comedy, Family",3
Movie,Swiss Family Robinson,Edward Ludwig,"Thomas Mitchell, Edna Best, Freddie Bartholomew, Terry Kilburn, Tim Holt, Baby Quillan",2019-11-12,1940,94 min,"Action-Adventure, Family, Survival",3
TV Show,TaleSpin,,"Charlie Adler, Jim Cummings, Ed Gilbert, Chuck McCann, Alan Roberts, Sally Struthers",2019-11-12,1990,1 Season,"Action-Adventure, Animation, Kids",3
Movie,Tall Tale,Jeremiah Chechik,"Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Brown, Jared Harris",2019-11-12,1995,97 min,"Action-Adventure, Western",2
Movie,Tangled,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor",2019-11-12,2010,101 min,"Action-Adventure, Animation, Family",3
Movie,Tangled Before Ever After,"Tom Caulfield, Stephen Sandoval","Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown, Julie Bowen, Laura Benanti",2019-11-12,2017,58 min,"Animation, Coming of Age, Fantasy",3
Movie,Tarzan & Jane,Steve Loter,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",2019-11-12,2002,78 min,"Action-Adventure, Animation",2
Movie,Teacher's Pet,Timothy Björklund,"Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Rupp, David Stiers, Jerry Stiller",2019-11-12,2004,75 min,"Animation, Comedy, Family",3
Movie,Teen Beach 2,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",2019-11-12,2015,106 min,"Fantasy, Musical",2
Movie,Teen Beach Movie,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",2019-11-12,2013,97 min,"Coming of Age, Fantasy, Musical",3
Movie,Teen Spirit,Gil Junger,"Cassie Scerbo, Lindsey Shaw, Chris Zylka, Tim Gunn, Carissa Capobianco, Gabriela Lopez",2019-11-12,2011,82 min,"Buddy, Comedy, Coming of Age",3
Movie,That Darn Cat,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",2019-11-12,1997,90 min,"Animals & Nature, Comedy, Family",3
Movie,That Darn Cat!,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",2019-11-12,1965,116 min,"Animals & Nature, Comedy, Family",3
Movie,The Absent-Minded Professor,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames, Elliott Reid",2019-11-12,1961,96 min,"Comedy, Family, Science Fiction",3
Movie,The Adventures of André & Wally B.,Alvy Smith,,2019-11-12,1984,2 min,"Animation, Kids",2
Movie,The Adventures of Bullwhip Griffin,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",2019-11-12,1967,111 min,"Action-Adventure, Comedy, Family",3
Movie,The Adventures of Huck Finn,Stephen Sommers,"Elijah Wood, Courtney Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey",2019-11-12,1993,108 min,"Action-Adventure, Coming of Age, Drama",3
Movie,The Adventures of Ichabod and Mr. Toad,"Jack Kinney, Clyde Geronimi, James Algar","Bing Crosby, Basil Rathbone, Eric Blore, Pat O'Malley, John Ployardt, Colin Campbell",2019-11-12,1949,69 min,"Action-Adventure, Animation, Anthology",3
TV Show,The Adventures of Spin and Marty,,"David Stollery, Tim Considine",2019-11-12,1955,1 Season,"Buddy, Coming of Age, Family",3
Movie,The African Lion,James Algar,Winston Hibler,2019-11-12,1955,72 min,"Animals & Nature, Documentary, Family",3
Movie,The Apple Dumpling Gang,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",2019-11-12,1975,100 min,"Comedy, Family, Western",3
Movie,The Apple Dumpling Gang Rides Again,Vincent McEveety,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam",2019-11-12,1979,89 min,"Comedy, Family, Western",3
Movie,The Aristocats,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson",2019-11-12,1970,81 min,"Action-Adventure, Animation, Comedy",3
Movie,The Art of Skiing,Jack Kinney,John McLeish,2019-11-12,1941,8 min,"Animation, Comedy, Family",3
TV Show,The Avengers: Earth's Mightiest Heroes,,"Eric Loomis, Bumper Robinson, Dawn Olivera, Phil LaMarr, Alex Desert, Kari Wuhrer",2019-11-12,2010,2 Seasons,"Action-Adventure, Animation, Kids",3
TV Show,The Avengers: United They Stand,,"Martin Roach, Rod Wilson, Lenore Zann, Ron Rubin, Hamish McEwan, Lynda Ballantyne",2019-11-12,1999,1 Season,"Action-Adventure, Animation, Kids",3
Movie,The Band Concert,"Wilfred Jackson, Walt Disney",Clarence Nash,2019-11-12,1935,10 min,"Animation, Family, Kids",3
Movie,The Bears and I,Bernard McEveety,"Patrick Wayne, Chief George, Andrew Duggan, Michael Ansara, Robert Pine, Val DeVargas",2019-11-12,1974,83 min,"Animals & Nature, Drama, Family",3
Movie,The Big Bad Wolf,Burt Gillett,,2019-11-12,1934,9 min,"Animation, Family, Musical",3
Movie,The Biscuit Eater,Vincent McEveety,"Earl Holliman, Patricia Crowley, Lew Ayres, Godfrey Cambridge, Beah Richards, Clifton James",2019-11-12,1972,93 min,"Animals & Nature, Drama, Family",3
Movie,The Black Cauldron,"Ted Berman, Richard Rich","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne, Arthur Malet, John Byner",2019-11-12,1985,82 min,"Action-Adventure, Animation, Coming of Age",3
Movie,The Black Hole,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Yvette Mimieux, Ernest Borgnine",2019-11-12,1979,98 min,"Action-Adventure, Science Fiction, Thriller",3
Movie,The Blue Umbrella,Saschka Unseld,Sarah Jaffe,2019-11-12,2013,7 min,"Animation, Family, Kids",3
TV Show,The Book of Once Upon a Time,,Kate Mulvany,2019-11-12,2014,4 Seasons,"Animation, Anthology, Kids",3
TV Show,The Book of Pooh,,"Jim Cummings, Paul Tiesler, Jeff Bennett, Peter Cullen, Stephanie d’Abruzzo, John Fiedler",2019-11-12,2000,2 Seasons,"Comedy, Kids",2
Movie,The Brave Little Toaster Goes to Mars,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",2019-11-12,1998,73 min,"Action-Adventure, Animation, Kids",3
Movie,The Castaway Cowboy,Vincent McEveety,"James Garner, Vera Miles, Robert Culp, Eric Shea, Elizabeth Smith, Manu Tupou",2019-11-12,1974,91 min,"Action-Adventure, Family, Western",3
Movie,The Cheetah Girls,Oz Scott,"Raven , Adrienne Bailon, Kiely Williams, Sabrina Bryan, Juan Chioran, Lori Alter",2019-11-12,2003,94 min,"Coming of Age, Drama, Music",3
Movie,The Cheetah Girls 2,Kenny Ortega,"Raven-Symoné , Adrienne Bailon, Sabrina Bryan, Kiely Williams, Belinda Peregrin, Lori Alter",2019-11-12,2006,98 min,"Coming of Age, Drama, Music",3
Movie,The Cheetah Girls: One World,Paul Hoen,"Adrienne Bailon, Sabrina Bryan, Kiely Williams, Roshan Seth, Michael Steger, Kunal Sharma",2019-11-12,2008,85 min,"Comedy, Coming of Age, Music",3
Movie,The Christmas Star,Alan Shapiro,"Edward Asner, René Auberjonois, Jim Metzler, Susan Tyrrell, Karen Landry, Alan North",2019-11-12,1986,94 min,"Crime, Drama, Family",3
Movie,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Ben Barnes, Peter Dinklage",2019-11-12,2008,154 min,"Action-Adventure, Family, Fantasy",3
Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy",2019-11-12,2005,147 min,"Action-Adventure, Family, Fantasy",3
Movie,The Color of Friendship,Kevin Hooks,"Carl Lumbly, Penny Johnson, Shadia Simmons, Anthony Burnett, Travis Davis, Lindsey Haun",2019-11-12,2000,83 min,"Biographical, Drama",2
Movie,The Computer Wore Tennis Shoes,Robert Butler,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan",2019-11-12,1969,90 min,"Comedy, Crime, Science Fiction",3
Movie,The Country Bears,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",2019-11-12,2002,91 min,"Comedy, Music",2
Movie,The Emperor's New Groove,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Eli Linnetz",2019-11-12,2000,82 min,"Action-Adventure, Animation, Family",3
Movie,The Even Stevens Movie,Sean McNamara,"Shia LaBeouf, Christy Romano, Tom Virtue, Nick Spano, Steven Lawrence, A.J. Trauth",2019-11-12,2003,94 min,"Action-Adventure, Comedy",2
Movie,The Flood,Brad Bestelink,Angela Bassett,2019-11-12,2018,93 min,"Animals & Nature, Documentary",2
Movie,The Fox and the Hound,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",2019-11-12,1981,85 min,"Action-Adventure, Animation, Buddy",3
Movie,The Fox and the Hound 2,Jim Kammerud,"Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn, Jeff Foxworthy, Vicki Lawrence",2019-11-12,2006,73 min,"Action-Adventure, Animation, Buddy",3
Movie,The Game Plan,Andy Fickman,"Dwayne Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis, Gordon Clapp",2019-11-12,2007,112 min,"Comedy, Family, Sports",3
Movie,The Ghosts of Buxley Hall,Bruce Bilson,"Dick O'Neill, Victor French, Louise Latham, Rad Daly, Monte Markham, Ruta Lee",2019-11-12,1980,93 min,"Comedy, Family, Fantasy",3
Movie,The Goddess of Spring,Wilfred Jackson,,2019-11-12,1934,10 min,"Animation, Family, Fantasy",3
Movie,The Golden Touch,Walt Disney,,2019-11-12,1935,11 min,"Animation, Family, Fantasy",3
Movie,The Good Dinosaur,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Padilla, Ryan Teeple, Jack McGraw, Marcus Scribner",2019-11-12,2015,94 min,"Action-Adventure, Animation, Buddy",3
Movie,The Great Muppet Caper,Jim Henson,"Jim Henson, Frank Oz, Dave Goelz, Jerry Nelson, Richard Hunt, Charles Grodin",2019-11-12,1981,98 min,"Comedy, Crime, Family",3
Movie,The Greatest Game Ever Played,Bill Paxton,"Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Stephen Marcus, Josh Flitter",2019-11-12,2005,122 min,"Biographical, Sports",2
Movie,The Haunted Mansion,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn",2019-11-12,2003,89 min,"Comedy, Family, Fantasy",3
Movie,The Hockey Champ,Jack King,,2019-11-12,1939,9 min,"Animation, Comedy, Family",3
Movie,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander",2019-11-12,1996,96 min,"Action-Adventure, Animation, Family",3
Movie,The Hunchback of Notre Dame II,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",2019-11-12,2002,69 min,"Action-Adventure, Animation, Family",3
TV Show,The Imagineering Story,,,2019-11-12,2019,1 Season,"Docuseries, Historical",2
Movie,The Incredible Journey,Fletcher Markle,"Émile Genest, John Drainie, Tommy Tweed, Sandra Scott, Syme Jago, Marion Finlayson",2019-11-12,1963,80 min,"Action-Adventure, Animals & Nature, Family",3
Movie,The Incredibles,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton",2019-11-12,2004,116 min,"Action-Adventure, Animation, Family",3
Movie,The Journey of Natty Gann,Jeremy Kagan,"Meredith Salenger, John Cusack, Ray Wise, Lainie Kazan, Scatman Crothers, Barry Miller",2019-11-12,1985,101 min,"Action-Adventure, Coming of Age, Drama",3
Movie,The Jungle Book 2,Steve Trenbirth,"John Goodman, Haley Osment, Mae Whitman, Connor Funk, Bob Joles, Tony Jay",2019-11-12,2003,77 min,"Action-Adventure, Animation, Kids",3
Movie,The Jungle Book: Mowgli's Story,Nick Marck,"Brandon Baker, Sherman Howard, Clancy Brown, Peri Gilpin, Wallace Shawn, Stephen Tobolowsky",2019-11-12,1998,77 min,"Action-Adventure, Coming of Age, Family",3
Movie,The Legend of Mor'du,Brian Larsen,"Julie Walters, Steve Purcell, Callum O'Neill",2019-11-12,2012,8 min,"Animation, Family, Fantasy",3
Movie,The Lion King 1 1/2,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume",2019-11-12,2004,80 min,"Action-Adventure, Animation, Comedy",3
Movie,The Lion King 2: Simba's Pride,Darrell Rooney,"Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume, James Jones, Moira Kelly",2019-11-12,1998,84 min,"Action-Adventure, Animation, Family",3
Movie,The Little Mermaid,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",2019-11-12,1989,86 min,"Animation, Family, Fantasy",3
Movie,The Little Mermaid II:  Return to the Sea,Jim Kammerud,"Jodi Benson, Samuel Wright, Tara Charendoff, Pat Carroll, Buddy Hackett, Kenneth Mars",2019-11-12,2000,77 min,"Animation, Drama, Fantasy",3
Movie,The Little Mermaid:  Ariel's Beginning,Peggy Holmes,"Jodi Benson, Samuel Wright, Jim Cummings, Sally Field, Tara Strong, Jennifer Hale",2019-11-12,2008,79 min,"Animation, Drama, Family",3
Movie,The Little Whirlwind,Riley Thomas,"Walt Disney, Thelma Boardman",2019-11-12,1941,9 min,"Animation, Family, Kids",3
Movie,The Living Desert,James Algar,Winston Hibler,2019-11-12,1953,69 min,"Animals & Nature, Documentary, Family",3
Movie,The Lizzie McGuire Movie,Jim Fall,"Hilary Duff, Adam Lamberg, Robert Carradine, Hallie Todd, Jake Thomas, Yani Gellman",2019-11-12,2003,95 min,"Comedy, Coming of Age, Family",3
Movie,The Lost Tomb of Alexander the Great,Duncan Singh,Matt McFetridge,2019-11-12,2019,44 min,"Documentary, Historical",2
Movie,The Love Bug (1969),Robert Stevenson,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett, Joe Flynn, Benson Fong",2019-11-12,1969,108 min,"Action-Adventure, Comedy, Family",3
Movie,The Many Adventures of Winnie the Pooh,"Wolfgang Reitherman, John Lounsbery","Sebastian Cabot, Junius Matthews, Barbara Luddy, Howard Morris, John Fiedler, Ralph Wright",2019-11-12,1977,75 min,"Animation, Kids, Musical",3
Movie,The Million Dollar Duck,Vincent McEveety,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery",2019-11-12,1971,93 min,"Comedy, Family",2
Movie,The Mistle-Tones,Paul Hoen,"Tia Mowry, Jonathan Moore, Andy Gala, Megan Duffy, Jason Rogel, Tammy Townsend",2019-11-12,2012,87 min,"Drama, Music",2
Movie,The Muppet Christmas Carol,Brian Henson,"Michael Caine, Steve Whitmire, Frank Oz, Dave Goelz, Jerry Nelson, David Rudman",2019-11-12,1992,87 min,"Comedy, Drama, Family",3
Movie,The Muppet Movie,James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning",2019-11-12,1979,95 min,"Action-Adventure, Comedy, Family",3
Movie,The Muppets,James Bobin,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Steve Whitmire, Eric Jacobson",2019-11-12,2011,108 min,"Comedy, Family, Kids",3
TV Show,The Muppets (Series),,"Bill Barretta, Dave Goelz, Eric Jacobson, Peter Linz, David Rudman, Matt Vogel",2019-11-12,2015,1 Season,Comedy,1
TV Show,The New Adventures of Winnie the Pooh,,"Jim Cummings, Paul Winchell, John Fiedler, Ken Sansome, Tim Hoskins, Patty Paris",2019-11-12,1988,4 Seasons,"Animation, Kids",2
Movie,The Old Mill,Wilfred Jackson,,2019-11-12,1937,9 min,"Action-Adventure, Animation, Family",3
Movie,The Olympic Champ,Jack Kinney,,2019-11-12,1942,7 min,"Animation, Comedy, Family",3
Movie,The Parent Trap,Nancy Meyers,"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens",2019-11-12,1998,129 min,"Comedy, Family, Romance",3
Movie,The Parent Trap (1961),David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",2019-11-12,1961,129 min,"Comedy, Family, Romance",3
Movie,The Pied Piper,Wilfred Jackson,,2019-11-12,1933,8 min,"Animation, Family, Musical",3
Movie,The Plausible Impossible (Disneyland: 1954-58),"Wilfred Jackson, William Beaudine",Walt Disney,2019-11-12,1956,52 min,"Documentary, Family",2
Movie,The Poof Point,Neal Israel,"Tahj Mowry, Dawnn Lewis, Raquel Lee, Mark Curry, Bruce Newbold, Jan Felt",2019-11-12,2001,80 min,"Comedy, Coming of Age, Science Fiction",3
Movie,The Prince and the Pauper,Don Chaffey,"Guy Williams, Laurence Naismith, Donald Houston, Sean Scully, Niall MacGinnis, Geoffrey Keen",2019-11-12,1962,94 min,"Action-Adventure, Coming of Age, Family",3
Movie,The Princess and the Frog,"John Musker, Ron Clements","Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings",2019-11-12,2009,99 min,"Animation, Comedy, Family",3
Movie,The Princess Diaries,Garry Marshall,"Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman",2019-11-12,2001,116 min,"Comedy, Coming of Age, Family",3
Movie,The Princess Diaries 2: Royal Engagement,Garry Marshall,"Anne Hathaway, Heather Matarazzo, John Rhys-Davies, Chris Pine, Callum Blue, Kathleen Marshall",2019-11-12,2004,114 min,"Comedy, Family, Romance",3
Movie,The Proud Family Movie,Bruce Smith,"Tommy Davidson, Kyla Pratt, Paula Parker, Jo Payton, Orlando Brown, Soleil Frye",2019-11-12,2005,95 min,"Animation, Comedy, Family",3
Movie,The Reluctant Dragon,Alfred Werker,"Robert Benchley, Gerald Mohr, Alan Ladd, Florence Gill, Frances Gifford, Buddy Pepper",2019-11-12,1941,74 min,"Animation, Comedy, Family",3
TV Show,The Replacements,,"Nancy Cartwright, Grey DeLisle, Kath Soucie, Daran Norris, David McCallum, Jeff Bennett",2019-11-12,2006,1 Season,"Animation, Comedy, Family",3
Movie,The Rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram",2019-11-12,1977,78 min,"Action-Adventure, Animation, Comedy",3
